specification,Task,passed_tests_phase1,failed_tests_phase1,num_hidden_test_passed_phase1,num_hidden_test_failed_phase1,passed_tests_phase2,failed_tests_phase2,num_hidden_test_passed_phase2,num_hidden_test_failed_phase2,binary_status,pass_to_pass,pass_to_fail,percent_pass_to_fail,anon_id
G3,A,"['test_TC7_meeting_exceeds_working_hours', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC11_friday_long_meeting', 'test_TC13_short_duration', 'test_TC14_event_full_day', 'test_TC15_negative_duration', 'test_TC16_invalid_time_format', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC19_multiple_windows_order', 'test_TC20_many_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC24_friday_event_partial_cutoff', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC12_granularity_15min', 'test_TC21_small_gaps_between_events', 'test_TC25_multiple_consecutive_overlaps']",22,11,"['test_TC7_meeting_exceeds_working_hours', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC11_friday_long_meeting', 'test_TC13_short_duration', 'test_TC14_event_full_day', 'test_TC15_negative_duration', 'test_TC16_invalid_time_format', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC19_multiple_windows_order', 'test_TC20_many_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC24_friday_event_partial_cutoff', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC12_granularity_15min', 'test_TC21_small_gaps_between_events', 'test_TC25_multiple_consecutive_overlaps']",22,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",22,0,0.0,S0058
G1,A,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC14_event_full_day', 'test_TC16_invalid_time_format', 'test_TC19_multiple_windows_order', 'test_TC20_many_events', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC28_buffer_after_event', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC13_short_duration', 'test_TC15_negative_duration', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC21_small_gaps_between_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC24_friday_event_partial_cutoff', 'test_TC25_multiple_consecutive_overlaps', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",12,21,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC14_event_full_day', 'test_TC16_invalid_time_format', 'test_TC19_multiple_windows_order', 'test_TC20_many_events', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC28_buffer_after_event', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC13_short_duration', 'test_TC15_negative_duration', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC21_small_gaps_between_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC24_friday_event_partial_cutoff', 'test_TC25_multiple_consecutive_overlaps', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",12,21,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,0,0.0,S0006
G3,B,"['test_TC1_negative_resource_value', 'test_TC2_negative_request_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC5_resources_not_dict', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC14_none_resources', 'test_TC15_none_requests', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC21_zero_and_negative_mix', 'test_TC23_request_with_extra_invalid_key', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC26_empty_requests_valid', 'test_TC27_empty_requests_invalid_resources', 'test_TC28_valid_float', 'test_TC29_invalid_float_nan_request', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu']","['test_TC22_valid_zero_values', 'test_TC30_one_resource_must_remain_false', 'test_TC33_multi_resource_exact_cpu']",30,3,"['test_TC1_negative_resource_value', 'test_TC2_negative_request_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC5_resources_not_dict', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC14_none_resources', 'test_TC15_none_requests', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC21_zero_and_negative_mix', 'test_TC22_valid_zero_values', 'test_TC23_request_with_extra_invalid_key', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC26_empty_requests_valid', 'test_TC27_empty_requests_invalid_resources', 'test_TC28_valid_float', 'test_TC29_invalid_float_nan_request', 'test_TC30_one_resource_must_remain_false', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu', 'test_TC33_multi_resource_exact_cpu']",[],33,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",30,0,0.0,S0069
G3,B,"['test_TC1_negative_resource_value', 'test_TC2_negative_request_value', 'test_TC3_nan_value', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC21_zero_and_negative_mix', 'test_TC23_request_with_extra_invalid_key', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC26_empty_requests_valid', 'test_TC27_empty_requests_invalid_resources', 'test_TC28_valid_float', 'test_TC29_invalid_float_nan_request', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu']","['test_TC4_infinite_value', 'test_TC5_resources_not_dict', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC14_none_resources', 'test_TC15_none_requests', 'test_TC22_valid_zero_values', 'test_TC30_one_resource_must_remain_false', 'test_TC33_multi_resource_exact_cpu']",24,9,"['test_TC1_negative_resource_value', 'test_TC2_negative_request_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC5_resources_not_dict', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC14_none_resources', 'test_TC15_none_requests', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC21_zero_and_negative_mix', 'test_TC22_valid_zero_values', 'test_TC23_request_with_extra_invalid_key', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC26_empty_requests_valid', 'test_TC27_empty_requests_invalid_resources', 'test_TC28_valid_float', 'test_TC29_invalid_float_nan_request', 'test_TC30_one_resource_must_remain_false', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu', 'test_TC33_multi_resource_exact_cpu']",[],33,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",24,0,0.0,S0066
G1,A,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC14_event_full_day', 'test_TC16_invalid_time_format', 'test_TC19_multiple_windows_order', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC13_short_duration', 'test_TC15_negative_duration', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC20_many_events', 'test_TC21_small_gaps_between_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC24_friday_event_partial_cutoff', 'test_TC25_multiple_consecutive_overlaps', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",10,23,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC14_event_full_day', 'test_TC16_invalid_time_format', 'test_TC18_invalid_date', 'test_TC19_multiple_windows_order', 'test_TC22_friday_overlap_long_meeting', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC24_friday_event_partial_cutoff', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC13_short_duration', 'test_TC15_negative_duration', 'test_TC17_invalid_event_interval', 'test_TC20_many_events', 'test_TC21_small_gaps_between_events', 'test_TC25_multiple_consecutive_overlaps', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",13,20,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,0,0.0,S0007
G2,B,"['test_TC2_negative_request_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC21_zero_and_negative_mix', 'test_TC22_valid_zero_values', 'test_TC26_empty_requests_valid', 'test_TC28_valid_float', 'test_TC29_invalid_float_nan_request', 'test_TC30_one_resource_must_remain_false', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu', 'test_TC33_multi_resource_exact_cpu']","['test_TC1_negative_resource_value', 'test_TC5_resources_not_dict', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC14_none_resources', 'test_TC15_none_requests', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC23_request_with_extra_invalid_key', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC27_empty_requests_invalid_resources']",14,19,"['test_TC1_negative_resource_value', 'test_TC2_negative_request_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC5_resources_not_dict', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC14_none_resources', 'test_TC15_none_requests', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC21_zero_and_negative_mix', 'test_TC22_valid_zero_values', 'test_TC23_request_with_extra_invalid_key', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC26_empty_requests_valid', 'test_TC27_empty_requests_invalid_resources', 'test_TC28_valid_float', 'test_TC29_invalid_float_nan_request', 'test_TC30_one_resource_must_remain_false', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu', 'test_TC33_multi_resource_exact_cpu']",[],33,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",14,0,0.0,S0030
G1,B,"['test_TC2_negative_request_value', 'test_TC15_none_requests', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC21_zero_and_negative_mix', 'test_TC26_empty_requests_valid', 'test_TC28_valid_float', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu']","['test_TC1_negative_resource_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC5_resources_not_dict', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC14_none_resources', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC22_valid_zero_values', 'test_TC23_request_with_extra_invalid_key', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC27_empty_requests_invalid_resources', 'test_TC29_invalid_float_nan_request', 'test_TC30_one_resource_must_remain_false', 'test_TC33_multi_resource_exact_cpu']",9,24,"['test_TC2_negative_request_value', 'test_TC15_none_requests', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC21_zero_and_negative_mix', 'test_TC22_valid_zero_values', 'test_TC26_empty_requests_valid', 'test_TC28_valid_float', 'test_TC30_one_resource_must_remain_false', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu', 'test_TC33_multi_resource_exact_cpu']","['test_TC1_negative_resource_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC5_resources_not_dict', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC14_none_resources', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC23_request_with_extra_invalid_key', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC27_empty_requests_invalid_resources', 'test_TC29_invalid_float_nan_request']",12,21,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,0,0.0,S0017
G1,A,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC14_event_full_day', 'test_TC16_invalid_time_format', 'test_TC19_multiple_windows_order', 'test_TC20_many_events', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC13_short_duration', 'test_TC15_negative_duration', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC21_small_gaps_between_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC24_friday_event_partial_cutoff', 'test_TC25_multiple_consecutive_overlaps', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",13,20,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC14_event_full_day', 'test_TC16_invalid_time_format', 'test_TC19_multiple_windows_order', 'test_TC20_many_events', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC13_short_duration', 'test_TC15_negative_duration', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC21_small_gaps_between_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC24_friday_event_partial_cutoff', 'test_TC25_multiple_consecutive_overlaps', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",13,20,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",13,0,0.0,S0008
G2,A,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC14_event_full_day', 'test_TC16_invalid_time_format', 'test_TC19_multiple_windows_order', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC13_short_duration', 'test_TC15_negative_duration', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC20_many_events', 'test_TC21_small_gaps_between_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC24_friday_event_partial_cutoff', 'test_TC25_multiple_consecutive_overlaps', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",10,23,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC14_event_full_day', 'test_TC16_invalid_time_format', 'test_TC19_multiple_windows_order', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC13_short_duration', 'test_TC15_negative_duration', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC20_many_events', 'test_TC21_small_gaps_between_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC24_friday_event_partial_cutoff', 'test_TC25_multiple_consecutive_overlaps', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",10,23,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,0,0.0,S0038
G2,B,"['test_TC5_resources_not_dict', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC14_none_resources', 'test_TC15_none_requests', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC24_string_number', 'test_TC25_string_number_in_request', 'test_TC26_empty_requests_valid', 'test_TC28_valid_float', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu']","['test_TC1_negative_resource_value', 'test_TC2_negative_request_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC21_zero_and_negative_mix', 'test_TC22_valid_zero_values', 'test_TC23_request_with_extra_invalid_key', 'test_TC27_empty_requests_invalid_resources', 'test_TC29_invalid_float_nan_request', 'test_TC30_one_resource_must_remain_false', 'test_TC33_multi_resource_exact_cpu']",16,17,"['test_TC2_negative_request_value', 'test_TC8_resource_value_not_number', 'test_TC9_request_value_not_number', 'test_TC15_none_requests', 'test_TC16_nested_invalid_request', 'test_TC17_list_inside_request_value', 'test_TC18_tuple_inside_request_value', 'test_TC21_zero_and_negative_mix', 'test_TC24_string_number', 'test_TC25_string_number_in_request']","['test_TC1_negative_resource_value', 'test_TC3_nan_value', 'test_TC4_infinite_value', 'test_TC5_resources_not_dict', 'test_TC6_requests_not_list', 'test_TC7_request_item_not_dict', 'test_TC10_resource_key_not_string', 'test_TC11_request_key_not_string', 'test_TC12_missing_resource_type', 'test_TC13_empty_resource_dict_invalid', 'test_TC14_none_resources', 'test_TC19_valid_simple_case', 'test_TC20_valid_multi_resource', 'test_TC22_valid_zero_values', 'test_TC23_request_with_extra_invalid_key', 'test_TC26_empty_requests_valid', 'test_TC27_empty_requests_invalid_resources', 'test_TC28_valid_float', 'test_TC29_invalid_float_nan_request', 'test_TC30_one_resource_must_remain_false', 'test_TC31_one_resource_must_remain_true', 'test_TC32_multi_resource_exact_cpu', 'test_TC33_multi_resource_exact_cpu']",10,23,"[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",8,8,50.0,S0027
G3,A,"['test_TC7_meeting_exceeds_working_hours', 'test_TC11_friday_long_meeting', 'test_TC13_short_duration', 'test_TC14_event_full_day', 'test_TC15_negative_duration', 'test_TC16_invalid_time_format', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC19_multiple_windows_order', 'test_TC20_many_events', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]', 'test_TC30_meeting_duration_multiple_of_30[45-False]', 'test_TC30_meeting_duration_multiple_of_30[20-False]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC12_granularity_15min', 'test_TC21_small_gaps_between_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC24_friday_event_partial_cutoff', 'test_TC25_multiple_consecutive_overlaps']",19,14,"['test_TC7_meeting_exceeds_working_hours', 'test_TC10_friday_event_ends_at_cutoff', 'test_TC11_friday_long_meeting', 'test_TC13_short_duration', 'test_TC14_event_full_day', 'test_TC15_negative_duration', 'test_TC16_invalid_time_format', 'test_TC17_invalid_event_interval', 'test_TC18_invalid_date', 'test_TC19_multiple_windows_order', 'test_TC20_many_events', 'test_TC22_friday_overlap_long_meeting', 'test_TC23_empty_day_duration_fills_last_slot', 'test_TC24_friday_event_partial_cutoff', 'test_TC26_lunch_break_blocked', 'test_TC27_start_after_lunch_allowed', 'test_TC28_buffer_after_event', 'test_TC29_zero_duration_meeting', 'test_TC30_meeting_duration_multiple_of_30[30-True]', 'test_TC30_meeting_duration_multiple_of_30[60-True]', 'test_TC30_meeting_duration_multiple_of_30[45-False]']","['test_TC1_empty_day', 'test_TC2_single_event_midday', 'test_TC3_multiple_nonoverlapping_events', 'test_TC4_overlapping_events', 'test_TC5_adjacent_events', 'test_TC6_meeting_fits_morning', 'test_TC8_event_partial_outside_hours', 'test_TC9_friday_cutoff', 'test_TC12_granularity_15min', 'test_TC21_small_gaps_between_events', 'test_TC25_multiple_consecutive_overlaps', 'test_TC30_meeting_duration_multiple_of_30[20-False]']",21,12,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",18,1,5.263157894736842,S0062
